Time(UTC),TEC_actual(TECU),Delay_actual_L1(m),TEC_LSTM(TECU),Delay_LSTM_L1(m),TEC_Transformer(TECU),Delay_Transformer_L1(m)
06:13,147.973328,24.03156090,171.341782,27.82670784,128.310440,20.83821678
06:14,148.496918,24.11659622,163.916550,26.62081528,127.410667,20.69208908
06:15,158.473495,25.73683739,158.036407,25.66585350,138.104721,22.42885399
06:16,157.016998,25.50029564,153.520020,24.93237114,147.513290,23.95685005
06:17,155.065475,25.18335915,149.837006,24.33423233,149.911285,24.34629440
06:18,150.048615,24.36859894,146.863434,23.85131073,147.797012,24.00292778
06:19,157.540573,25.58532715,145.409195,23.61513519,147.955399,24.02865028
06:20,161.043808,26.15426826,145.368301,23.60849380,144.463989,23.46162796
06:21,153.370972,24.90816498,145.334061,23.60293198,140.568024,22.82890511
06:22,158.187912,25.69045830,145.484695,23.62739563,148.792633,24.16462135
06:23,163.861618,26.61189461,145.211075,23.58295822,154.577362,25.10408783
06:24,170.458740,27.68329811,145.386612,23.61146736,160.845978,26.12214088
06:25,202.378098,32.86715317,145.642273,23.65298843,158.589294,25.75564384
06:26,202.292419,32.85323715,146.620850,23.81191254,157.721634,25.61473274
06:27,181.092178,29.41021919,147.777420,23.99974632,153.584778,24.94288826
06:28,177.017761,28.74851418,149.914505,24.34681892,158.748840,25.78155518
06:29,182.529633,29.64366722,151.986954,24.68339348,160.656586,26.09138298
06:30,168.478653,27.36172295,153.311874,24.89856720,158.839493,25.79627800
06:31,172.048508,27.94148445,154.200333,25.04285622,155.466324,25.24845886
06:32,169.383011,27.50859451,155.202530,25.20561790,151.057098,24.53238106
06:33,172.486420,28.01260376,156.895126,25.48050308,150.690506,24.47284508
06:34,177.979248,28.90466309,158.367722,25.71965981,150.880569,24.50371170
06:35,189.240982,30.73362160,161.001343,26.14737320,162.113846,26.32804871
06:36,186.299423,30.25589943,162.549622,26.39882088,155.355835,25.23051643
06:37,186.613571,30.30691910,164.413116,26.70145988,157.679581,25.60790253
06:38,185.452164,30.11830139,166.684479,27.07034111,157.972824,25.65552711
06:39,195.657227,31.77565002,169.359955,27.50485039,159.269867,25.86617279
06:40,178.131561,28.92939949,171.350449,27.82811546,158.298279,25.70838165
06:41,171.772446,27.89665031,172.727127,28.05169487,163.396851,26.53641510
06:42,188.679337,30.64240837,173.623367,28.19724846,168.426056,27.35317993
06:43,196.504471,31.91324615,175.545013,28.50933266,180.908386,29.38036919
06:44,201.778366,32.76975250,176.960190,28.73916435,174.656616,28.36505318
06:45,208.308838,33.83032990,178.152710,28.93283463,170.680206,27.71926498
06:46,214.782196,34.88163376,179.410568,29.13711739,171.060486,27.78102493
06:47,213.915909,34.74094772,181.174866,29.42364693,177.646332,28.85059738
06:48,221.969528,36.04889297,182.840637,29.69417572,175.171906,28.44873810
06:49,199.531723,32.40488815,184.465408,29.95804596,168.211594,27.31835175
06:50,224.787338,36.50651550,187.282410,30.41554070,170.756241,27.73161316
06:51,214.896423,34.90018463,190.756897,30.97981453,175.001740,28.42110252
06:52,201.264297,32.68626404,194.552887,31.59630013,179.936798,29.22257996
06:53,214.249084,34.79505539,196.046600,31.83888626,167.295486,27.16957092
06:54,228.833191,37.16358185,198.820770,32.28942490,187.593460,30.46605682
06:55,174.209473,28.29243469,201.309784,32.69365311,183.835144,29.85568810
06:56,173.790604,28.22440910,202.365814,32.86515808,180.125488,29.25322342
06:57,170.611053,27.70803452,203.854156,33.10686874,197.441391,32.06540680
06:58,172.638733,28.03734016,205.257126,33.33472061,202.236053,32.84408188
06:59,172.553055,28.02342415,206.238159,33.49404526,203.291992,33.01557159
07:00,172.990952,28.09454155,203.841766,33.10485840,181.860764,29.53503990
07:01,171.325027,27.82398796,199.826660,32.45278549,181.494797,29.47560501
07:02,166.346252,27.01541138,195.383286,31.73116112,183.334991,29.77446175
07:03,167.859863,27.26122856,191.138214,31.04174232,186.760559,30.33078957
07:04,176.713135,28.69904137,187.018677,30.37270927,186.678528,30.31746864
07:05,179.721344,29.18758774,183.285034,29.76634789,192.436279,31.25255394
07:06,178.864578,29.04844666,179.981186,29.22978783,201.778671,32.76980209
07:07,177.731735,28.86446762,176.200500,28.61578751,200.332062,32.53486633
07:08,175.551743,28.51042557,172.920227,28.08305550,196.502716,31.91296196
07:09,171.325027,27.82398796,170.124969,27.62909317,185.660629,30.15215683
07:10,175.618378,28.52124786,167.831711,27.25665665,174.838928,28.39466095
07:11,171.601089,27.86882019,166.014648,26.96155739,169.460510,27.52118111
07:12,164.889740,26.77886581,164.567993,26.72661400,170.839325,27.74510765
07:13,166.803192,27.08962059,163.069458,26.48324394,169.354218,27.50391769
07:14,159.977600,25.98111153,162.750580,26.43145752,171.277115,27.81620598
07:15,167.222061,27.15764618,164.329376,26.68786049,177.794876,28.87472153
07:16,166.298645,27.00767899,165.097183,26.81255531,173.593613,28.19241714
07:17,169.449646,27.51941681,164.461533,26.70932388,174.171036,28.28619194
07:18,197.275574,32.03847885,162.733383,26.42866325,175.214691,28.45568657
07:19,198.398880,32.22090912,161.138351,26.16962433,177.767883,28.87033653
07:20,185.585449,30.13994598,161.256805,26.18885994,181.681931,29.50599670
07:21,194.210236,31.54065323,161.650375,26.25277901,174.666245,28.36661720
07:22,179.987900,29.23087883,162.351410,26.36663055,172.127701,27.95434570
07:23,173.904846,28.24296188,163.789032,26.60010719,173.441483,28.16770935
07:24,169.173584,27.47458267,164.321304,26.68655014,169.268341,27.48997116
07:25,183.929031,29.87093735,165.876495,26.93911934,187.651321,30.47545433
07:26,178.731308,29.02680206,166.973312,27.11724854,192.002609,31.18212318
07:27,179.226318,29.10719490,167.079239,27.13445091,191.505905,31.10145569
07:28,174.828247,28.39292717,166.041367,26.96589661,186.185928,30.23746681
07:29,159.177948,25.85124397,166.242737,26.99860001,190.102386,30.87351799
07:30,160.862930,26.12489319,166.178177,26.98811531,183.133163,29.74168396
07:31,163.814026,26.60416603,166.783417,27.08640862,190.191086,30.88792419
07:32,175.999161,28.58308792,167.181839,27.15111351,189.778107,30.82085419
07:33,167.374374,27.18238258,166.996536,27.12101936,187.190567,30.40062523
07:34,164.251923,26.67528152,165.401520,26.86198235,181.608398,29.49405479
07:35,158.521103,25.74456978,163.287872,26.51871490,179.118546,29.08969116
07:36,157.531052,25.58378029,162.656830,26.41623116,181.242477,29.43462753
07:37,180.568588,29.32518578,162.576431,26.40317345,178.642288,29.01234436
07:38,167.431488,27.19165802,161.005508,26.14804840,171.387451,27.83412552
07:39,163.185730,26.50212669,159.857971,25.96168327,180.741486,29.35326385
07:40,166.450958,27.03241539,158.398743,25.72469902,180.259933,29.27505875
07:41,173.152786,28.12082481,158.001617,25.66020393,186.690552,30.31941986
07:42,177.522308,28.83045387,158.091080,25.67473221,181.856125,29.53428650
07:43,177.484222,28.82427025,157.340744,25.55287361,174.629776,28.36069489
07:44,180.930344,29.38393593,157.354889,25.55517197,180.964783,29.38952827
07:45,165.061096,26.80669594,157.866470,25.63825417,180.527145,29.31845474
07:46,156.921799,25.48483467,159.235413,25.86057663,178.228821,28.94519615
07:47,192.087357,31.19588661,159.894165,25.96756172,164.103775,26.65122223
07:48,207.832855,33.75302887,160.749847,26.10652924,161.284088,26.19329262
07:49,177.969727,28.90311813,161.367966,26.20691299,163.159592,26.49788284
07:50,167.402924,27.18701935,160.895630,26.13020515,168.583603,27.37876701
07:51,172.914795,28.08217239,160.824295,26.11861992,178.254440,28.94935608
07:52,169.649567,27.55188370,161.617859,26.24749756,178.807678,29.03920555
07:53,175.865891,28.56144524,161.818283,26.28004837,170.212692,27.64333916
07:54,191.887451,31.16342163,161.018433,26.15014839,162.844650,26.44673347
07:55,186.899155,30.35329819,160.626022,26.08641815,166.041840,26.96597290
07:56,205.900360,33.43918228,160.336960,26.03947449,167.269516,27.16535378
07:57,206.385864,33.51803207,160.640778,26.08881569,170.429169,27.67849541
07:58,198.313202,32.20699310,162.874634,26.45160294,178.510178,28.99088860
07:59,192.858459,31.32111740,165.927826,26.94745636,180.651550,29.33865929
08:00,220.674850,35.83863068,170.742859,27.72944069,193.864212,31.48445702
08:01,201.045349,32.65070724,175.670639,28.52973557,195.415527,31.73639679
08:02,204.234421,33.16862869,179.471115,29.14694977,197.802338,32.12402725
08:03,190.945007,31.01036453,181.526001,29.48067284,198.070526,32.16758347
08:04,204.748489,33.25211334,184.587143,29.97781754,205.171417,33.32080078
08:05,202.102020,32.82231522,187.037949,30.37583923,189.922150,30.84424782
08:06,208.213638,33.81486893,188.472626,30.60883713,181.134613,29.41711044
08:07,206.043152,33.46237183,188.885361,30.67586708,179.491333,29.15023422
08:08,203.825089,33.10214996,189.174438,30.72281456,185.576431,30.13848114
08:09,211.602631,34.36525726,189.845917,30.83186722,193.210205,31.37824249
08:10,215.677032,35.02696228,190.675812,30.96664619,195.660797,31.77622986
08:11,209.060883,33.95246887,191.731522,31.13809776,196.962860,31.98769188
08:12,209.584473,34.03750229,192.332565,31.23571014,195.347809,31.72539902
08:13,201.254776,32.68471909,193.042999,31.35108757,200.631729,32.58353424
08:14,200.826401,32.61515045,194.669006,31.61515808,209.930206,34.09365082
08:15,206.176437,33.48402023,195.231049,31.70643806,202.948425,32.95977402
08:16,198.732071,32.27502060,195.347717,31.72538567,198.788086,32.28411484
08:17,198.951019,32.31057739,195.283508,31.71495628,193.418777,31.41211510
08:18,194.457748,31.58084869,194.400360,31.57152939,188.280075,30.57756615
08:19,196.932861,31.98281860,193.983032,31.50375366,192.770157,31.30677605
08:20,193.210678,31.37831879,192.910004,31.32948875,188.835144,30.66771317
08:21,194.819504,31.63960075,192.112518,31.19997406,196.674713,31.94089508
08:22,183.843353,29.85702133,190.996033,31.01865005,199.846451,32.45600128
08:23,187.993912,30.53109169,189.845627,30.83181953,202.750031,32.92755508
08:24,208.822891,33.91381454,188.368866,30.59198570,196.795273,31.96047401
08:25,186.032867,30.21261024,187.282669,30.41558266,188.897736,30.67787743
08:26,206.271637,33.49948120,185.408997,30.11128998,175.799576,28.55067444
08:27,193.144043,31.36749840,183.573303,29.81316376,177.184631,28.77561378
08:28,190.983078,31.01654625,182.956635,29.71301460,187.374405,30.43048096
08:29,185.280823,30.09047318,182.024719,29.56166649,185.636276,30.14820099
08:30,181.168335,29.42258644,181.540375,29.48300743,186.737213,30.32699776
08:31,233.250305,37.88094330,181.697601,29.50854111,181.752640,29.51748085
08:32,207.575821,33.71128464,182.108490,29.57527161,175.889725,28.56531525
08:33,198.713028,32.27192688,181.994507,29.55676079,173.070969,28.10753632
08:34,206.614334,33.55513763,181.763367,29.51922226,176.591553,28.67929649
08:35,195.828583,31.80348015,183.080063,29.73306084,184.268951,29.92614174
08:36,201.035828,32.64916229,185.783752,30.17215157,182.924316,29.70776558
08:37,198.284653,32.20235825,188.159485,30.55798149,172.010834,27.93536568
08:38,207.023682,33.62161636,189.432129,30.76466560,162.784897,26.43703079
08:39,225.548904,36.63019943,191.204880,31.05256844,170.767212,27.73339462
08:40,215.439041,34.98831177,192.889084,31.32609177,176.936859,28.73537445
08:41,209.508316,34.02513123,195.220963,31.70479965,189.281754,30.74024391
08:42,219.189789,35.59745026,197.758224,32.11686325,192.193237,31.21308327
08:43,215.010666,34.91873932,200.317078,32.53243256,193.470154,31.42045975
08:44,220.722443,35.84635925,203.460312,33.04290771,197.926514,32.14419174
08:45,215.001144,34.91719437,205.515656,33.37670517,189.798950,30.82423973
08:46,212.135727,34.45183563,206.388153,33.51840210,191.889740,31.16379356
08:47,207.109360,33.63553238,207.141891,33.64081573,201.442734,32.71524429
08:48,200.978714,32.63988495,207.646759,33.72280502,198.603882,32.25419998
08:49,211.469360,34.34361649,207.708649,33.73285675,190.743942,30.97771072
08:50,213.306641,34.64199829,206.897369,33.60110092,180.048950,29.24079323
08:51,205.471985,33.36961365,206.503784,33.53718185,178.390228,28.97140884
08:52,206.500107,33.53658676,206.516418,33.53923416,180.995697,29.39455032
08:53,212.059570,34.43946838,206.582275,33.54993057,187.761978,30.49342537
08:54,175.665985,28.52897835,206.653320,33.56146622,191.643112,31.12373924
08:55,177.008240,28.74696732,207.742523,33.73835754,198.698700,32.26959991
08:56,178.816986,29.04071617,208.722641,33.89753342,196.769882,31.95635033
08:57,181.806152,29.52617073,208.895599,33.92562485,193.178391,31.37307549
08:58,184.338379,29.93741608,206.657074,33.56207657,178.318832,28.95981407
08:59,183.691040,29.83228493,203.436188,33.03899002,179.700989,29.18428230
09:00,189.393311,30.75836182,200.402084,32.54623795,180.323700,29.28541374
09:01,172.581619,28.02806282,197.443863,32.06580734,173.885910,28.23988724
09:02,168.945114,27.43747902,195.143982,31.69229698,168.749405,27.40569496
09:03,195.314514,31.71999168,192.324005,31.23431969,154.643829,25.11488342
09:04,169.487732,27.52560234,190.288223,30.90369987,154.752777,25.13257599
09:05,177.769821,28.87065125,188.117081,30.55109596,156.486481,25.41413689
09:06,199.169983,32.34613800,186.115204,30.22598076,166.320999,27.01131058
09:07,184.804840,30.01317215,184.838501,30.01863861,172.949173,28.08775711
09:08,190.754608,30.97944260,184.123444,29.90250969,171.895523,27.91663933
09:09,187.889206,30.51408768,184.292801,29.93001366,171.303146,27.82043457
09:10,175.408951,28.48723602,185.119659,30.06430054,170.523621,27.69383430
09:11,176.694092,28.69594765,186.183212,30.23702621,173.209290,28.13000107
09:12,178.283875,28.95413589,187.167267,30.39684105,180.140457,29.25565529
09:13,184.443085,29.95442200,188.212311,30.56656075,185.091660,30.05975342
09:14,190.250076,30.89750481,188.208710,30.56597710,179.922318,29.22022820
09:15,187.898712,30.51563072,187.794922,30.49877548,177.634186,28.84862328
09:16,188.346146,30.58829689,186.929382,30.35820770,171.685669,27.88255692
09:17,177.931656,28.89693451,186.874374,30.34927368,177.449524,28.81863403
09:18,185.928146,30.19560242,187.458282,30.44410324,187.234039,30.40768623
09:19,193.829453,31.47881126,188.585693,30.62720108,197.579361,32.08781433
09:20,199.398453,32.38324356,188.823425,30.66580963,194.575851,31.60003090
09:21,186.423172,30.27599716,188.382278,30.59416389,190.609009,30.95579720
09:22,189.345703,30.75062943,188.090530,30.54678345,185.579590,30.13899422
09:23,188.003433,30.53263855,187.726318,30.48763466,178.878143,29.05064964
09:24,193.067886,31.35512924,187.578903,30.46369362,181.360641,29.45381737
09:25,185.176102,30.07346725,187.164352,30.39636803,185.974075,30.20306206
09:26,178.179169,28.93713188,187.622223,30.47072792,194.152557,31.53128433
09:27,204.358185,33.18872833,188.634094,30.63506126,191.889877,31.16381454
09:28,204.234421,33.16862869,188.678650,30.64229774,174.273560,28.30284309
09:29,206.119324,33.47474289,188.337799,30.58694077,164.938904,26.78684998
09:30,205.538620,33.38043594,187.734863,30.48902130,167.904129,27.26841736
09:31,195.895218,31.81430054,188.313583,30.58300781,183.982574,29.87963295
09:32,206.385864,33.51803207,189.774307,30.82023621,185.326752,30.09793282
09:33,212.849701,34.56778717,191.709259,31.13448143,178.272110,28.95222664
09:34,206.081238,33.46855927,194.279541,31.55190849,174.296875,28.30662918
09:35,207.499664,33.69891739,196.245209,31.87114143,166.740158,27.07938385
09:36,214.763153,34.87854385,196.974808,31.98963165,163.839767,26.60834694
09:37,184.871475,30.02399445,197.503937,32.07556534,175.360092,28.47930145
09:38,189.421860,30.76299858,197.743347,32.11444473,182.706192,29.67234230
09:39,185.509293,30.12757874,197.099579,32.00989532,183.024963,29.72411156
09:40,184.919067,30.03172302,195.778702,31.79537773,184.597198,29.97945023
09:41,179.140640,29.09327888,194.087585,31.52073288,184.208496,29.91632271
09:42,181.425369,29.46433067,191.971436,31.17706108,184.314346,29.93351364
09:43,203.101593,32.98464966,190.091644,30.87177467,192.141205,31.20463181
09:44,191.982651,31.17888260,188.124786,30.55234718,192.853043,31.32023811
09:45,179.397675,29.13502312,187.152344,30.39441681,192.290680,31.22890663
09:46,227.490921,36.94559097,186.786301,30.33497047,182.257065,29.59940147
09:47,201.597488,32.74037552,186.629929,30.30957413,174.734207,28.37765503
09:48,203.092072,32.98310471,186.576035,30.30082321,177.041031,28.75229263
09:49,191.944565,31.17269707,185.824783,30.17881584,184.145126,29.90603065
09:50,189.659851,30.80164909,185.019165,30.04797935,194.038666,31.51278877
09:51,195.295486,31.71690178,185.253998,30.08611679,197.091125,32.00852203
09:52,203.720367,33.08514404,186.430817,30.27723885,191.197479,31.05136681
09:53,194.191208,31.53756142,187.021790,30.37321472,179.895721,29.21590805
09:54,199.674515,32.42807770,187.258926,30.41172791,180.379318,29.29444695
09:55,193.715225,31.46026039,188.116516,30.55100441,194.487488,31.58568001
09:56,186.394623,30.27136040,188.688934,30.64396667,198.742981,32.27679062
09:57,184.795319,30.01162529,189.032043,30.69968987,196.533508,31.91796303
09:58,180.444839,29.30508804,189.274597,30.73908234,190.977341,31.01561546
09:59,170.772888,27.73431778,189.910446,30.84234619,187.951050,30.52413177
10:00,184.119415,29.90185547,189.907135,30.84180832,176.869965,28.72451019
10:01,180.425797,29.30199432,188.961609,30.68825150,172.403030,27.99905968
10:02,192.353912,31.23917770,188.410065,30.59867668,185.631210,30.14737892
10:03,186.680206,30.31773949,186.484894,30.28602028,183.983322,29.87975311
10:04,174.752090,28.38055801,185.211777,30.07925987,192.417633,31.24952507
10:05,175.675491,28.53052330,183.707703,29.83499146,183.408752,29.78644180
10:06,170.277863,27.65392303,183.070160,29.73145103,179.653900,29.17663574
10:07,191.611374,31.11858559,185.086258,30.05887604,187.724731,30.48737526
10:08,181.301605,29.44423103,186.438080,30.27841759,185.239365,30.08374023
10:09,174.942490,28.41147995,186.788849,30.33538437,190.333130,30.91099167
10:10,166.412888,27.02623367,185.909698,30.19260597,185.295837,30.09291267
10:11,171.696289,27.88428116,185.685959,30.15626907,185.803802,30.17540741
10:12,174.285629,28.30480385,185.080139,30.05788231,174.922699,28.40826607
10:13,184.033737,29.88794136,183.940079,29.87273026,175.386734,28.48362732
10:14,193.581940,31.43861389,182.751648,29.67972374,187.470276,30.44605064
10:15,167.659958,27.22876358,182.288818,29.60455894,197.955750,32.14894104
10:16,176.046768,28.59082031,183.576141,29.81362534,202.248718,32.84613800
10:17,175.380386,28.48259735,185.204315,30.07804871,191.042786,31.02624321
10:18,168.783279,27.41119576,187.646973,30.47474861,186.241913,30.24655914
10:19,159.206512,25.85588455,188.631210,30.63459206,169.944611,27.59980202
10:20,169.706680,27.56116104,188.382782,30.59424591,168.517731,27.36806870
10:21,168.669037,27.39264107,188.412750,30.59911346,177.668243,28.85415459
10:22,189.536102,30.78155136,188.292480,30.57958031,177.151825,28.77028656
10:23,174.828247,28.39292717,187.143021,30.39290428,170.359940,27.66725159
10:24,182.120300,29.57719040,186.124390,30.22747231,172.567581,28.02578354
10:25,176.903534,28.72996330,185.402817,30.11028671,174.599365,28.35575485
10:26,178.721786,29.02525520,185.770020,30.16992188,184.992157,30.04359245
10:27,166.384323,27.02159309,185.901215,30.19122887,188.975250,30.69046593
10:28,166.850784,27.09734917,186.072266,30.21900749,192.968018,31.33891106
10:29,173.019516,28.09918022,185.895645,30.19032478,184.633133,29.98528671
10:30,179.273926,29.11492538,186.514938,30.29089928,179.354813,29.12806129
10:31,173.133759,28.11773300,186.066818,30.21812248,166.477020,27.03664780
10:32,183.938553,29.87248230,184.885254,30.02623177,162.894424,26.45481873
10:33,177.293839,28.79335022,184.278763,29.92773438,169.824005,27.58021355
10:34,184.290771,29.92968559,184.568832,29.97484398,176.354996,28.64087868
10:35,184.700119,29.99616432,184.950790,30.03687477,175.451141,28.49408722
10:36,193.705704,31.45871353,184.887726,30.02663231,174.482773,28.33682060
10:37,180.425797,29.30199432,184.503830,29.96428680,177.402557,28.81100655
10:38,174.990082,28.41920853,184.132294,29.90394783,180.440002,29.30430222
10:39,176.808334,28.71450233,183.433105,29.79039574,181.098755,29.41128731
10:40,198.208496,32.18998718,182.871460,29.69918251,183.195618,29.75182724
10:41,198.874863,32.29821014,183.048965,29.72801018,185.238190,30.08354950
10:42,179.102570,29.08709717,184.046524,29.89001846,187.503540,30.45145416
10:43,176.532272,28.66966820,186.394882,30.27140236,190.520355,30.94139862
10:44,185.271301,30.08892822,188.861237,30.67194939,183.778152,29.84643364
10:45,186.699249,30.32083321,190.424469,30.92582703,178.543427,28.99628830
10:46,179.692780,29.18294907,191.795166,31.14843369,185.441772,30.11661339
10:47,177.655579,28.85209846,192.375885,31.24274445,186.280472,30.25282097
10:48,197.646835,32.09877396,192.296478,31.22984886,181.560349,29.48625183
10:49,235.439819,38.23653030,191.729401,31.13775253,174.925873,28.40878105
10:50,224.834930,36.51424789,190.163055,30.88337135,167.409760,27.18812943
10:51,224.159042,36.40447998,188.133759,30.55380440,166.631165,27.06168175
10:52,173.619247,28.19657898,189.277603,30.73957062,186.599289,30.30459976
10:53,181.720474,29.51225662,191.456970,31.09350967,186.763702,30.33130074
10:54,173.124237,28.11618805,194.298950,31.55505943,186.919724,30.35663986
10:55,166.888870,27.10353470,198.063019,32.16636276,190.957825,31.01244545
10:56,173.533585,28.18266678,201.768585,32.76816559,190.983917,31.01668358
10:57,167.241089,27.16073608,202.688171,32.91750717,174.340332,28.31368637
10:58,183.833832,29.85547638,201.468842,32.71948242,171.995956,27.93294907
10:59,170.849045,27.74668503,199.343262,32.37427902,176.587051,28.67856407
11:00,171.125107,27.79151917,196.913452,31.97966766,180.493469,29.31298447
11:01,172.115158,27.95230865,195.979858,31.82804680,191.786697,31.14705849
11:02,183.310257,29.77044487,194.713409,31.62236977,187.441864,30.44143677
11:03,178.464752,28.98351288,193.321381,31.39629745,186.036972,30.21327591
11:04,179.959335,29.22624016,191.577927,31.11315346,183.574112,29.81329536
11:05,170.620560,27.70957756,190.143433,30.88018417,185.135544,30.06687927
11:06,176.370438,28.64338493,188.705139,30.64659882,182.010834,29.55941200
11:07,172.391220,27.99714279,187.316071,30.42100716,178.575500,29.00149727
11:08,169.849472,27.58435059,186.901031,30.35360336,181.807816,29.52644157
11:09,172.486420,28.01260376,186.261536,30.24974632,181.627457,29.49715042
11:10,180.892258,29.37775040,185.935028,30.19672012,192.761230,31.30532646
11:11,179.112091,29.08864212,185.144592,30.06834984,198.631073,32.25861740
11:12,179.426239,29.13966179,183.731873,29.83891678,198.394226,32.22015381
11:13,183.919510,29.86939049,182.624588,29.65908813,192.081573,31.19494820
11:14,175.627899,28.52279472,181.918976,29.54449463,181.482941,29.47368050
11:15,181.434875,29.46587372,182.018555,29.56066704,176.075470,28.59548187
11:16,195.542999,31.75709915,182.675964,29.66743279,174.457626,28.33273697
11:17,193.267792,31.38759422,182.925827,29.70801163,173.250397,28.13667679
11:18,200.788315,32.60896301,182.560944,29.64875221,174.037903,28.26457024
11:19,193.448669,31.41697121,182.632690,29.66040421,178.647232,29.01314735
11:20,170.201706,27.64155388,182.845490,29.69496346,177.822311,28.87917709
11:21,178.017334,28.91084862,184.150757,29.90694618,181.337738,29.45009804
11:22,175.408951,28.48723602,184.925629,30.03278923,173.498062,28.17689896
11:23,179.074005,29.08245850,186.044891,30.21456146,179.066818,29.08129120
11:24,190.602295,30.95470619,186.066681,30.21810150,180.089844,29.24743462
11:25,181.768066,29.51998520,186.005402,30.20814896,189.472504,30.77122307
11:26,173.723969,28.21358681,185.311707,30.09548950,186.360489,30.26581764
11:27,186.423172,30.27599716,184.590576,29.97837448,183.825134,29.85406303
11:28,176.694092,28.69594765,183.644669,29.82475471,177.968628,28.90293884
11:29,180.463882,29.30817986,182.407623,29.62385368,176.488983,28.66263771
11:30,171.791489,27.89974213,180.973785,29.39099121,177.971985,28.90348434
11:31,168.678558,27.39418793,180.225647,29.26948929,179.714096,29.18641090
11:32,182.006058,29.55863762,180.050018,29.24096680,176.543488,28.67148972
11:33,169.773315,27.57198143,181.368347,29.45506859,179.840881,29.20700264
11:34,172.514969,28.01723862,182.531311,29.64393997,173.987717,28.25642014
11:35,180.387726,29.29581261,182.864822,29.69810486,172.906433,28.08081436
11:36,177.998291,28.90775681,183.419067,29.78811646,184.001648,29.88273048
11:37,183.148422,29.74416161,183.212769,29.75461197,183.794601,29.84910393
11:38,177.198639,28.77788925,182.154327,29.58271599,178.841095,29.04463196
11:39,167.469559,27.19784164,181.033707,29.40072250,178.398895,28.97281647
11:40,171.962830,27.92756844,180.269714,29.27664566,180.272049,29.27702522
11:41,172.486420,28.01260376,180.062622,29.24301338,182.454941,29.63153648
11:42,166.641357,27.06333733,181.673645,29.50465202,194.709167,31.62168121
11:43,167.669479,27.23030853,185.508270,30.12741280,208.761597,33.90386200
11:44,172.914795,28.08217239,186.852646,30.34574509,189.685593,30.80583000
11:45,177.217682,28.78098297,187.327484,30.42286110,184.671295,29.99148369
11:46,179.740387,29.19068146,187.213394,30.40433311,172.347260,27.99000168
11:47,165.241974,26.83607101,187.049576,30.37772751,165.484222,26.87541389
11:48,170.877594,27.75132179,185.790497,30.17324829,161.280960,26.19278336
11:49,164.756470,26.75722313,184.230469,29.91989136,169.853073,27.58493423
11:50,163.223801,26.50831032,183.044357,29.72726059,176.493591,28.66338539
11:51,173.990524,28.25687599,181.057114,29.40452385,167.538666,27.20906448
11:52,169.249741,27.48695183,179.788544,29.19850159,169.047211,27.45405960
11:53,165.898819,26.94274521,178.716370,29.02437592,167.767975,27.24630547
11:54,166.489044,27.03860092,176.751953,28.70534515,164.547958,26.72336006
11:55,170.820480,27.74204636,175.886444,28.56478310,175.633148,28.52364540
11:56,172.296021,27.98168182,176.084900,28.59701347,181.184998,29.42529297
11:57,169.468689,27.52250862,176.151321,28.60779953,177.829300,28.88031197
11:58,169.535324,27.53333092,175.676315,28.53065681,173.057526,28.10535240
11:59,170.572968,27.70184898,176.186584,28.61352730,177.038391,28.75186348
12:00,168.878479,27.42665672,177.138229,28.76807785,176.595428,28.67992592
12:01,165.394287,26.86080742,177.009857,28.74723053,175.568176,28.51309395
12:02,168.212097,27.31843376,177.865738,28.88622856,186.063126,30.21752357
12:03,167.964584,27.27823639,177.721176,28.86275101,175.058456,28.43031311
12:04,162.976288,26.46811295,177.057373,28.75494766,166.746414,27.08039856
12:05,169.449646,27.51941681,176.441284,28.65489197,160.845703,26.12209511
12:06,172.772003,28.05898285,175.676605,28.53070450,158.165665,25.68684578
12:07,173.666855,28.20431137,175.020950,28.42422295,164.783005,26.76153183
12:08,174.742569,28.37901115,173.798889,28.22575378,168.461166,27.35888290
12:09,172.219864,27.96931267,173.024994,28.10006905,171.639343,27.87503433
12:10,171.610611,27.87036705,172.343033,27.98931694,166.137436,26.98149872
12:11,175.199509,28.45322037,171.796204,27.90050888,163.521988,26.55673790
12:12,168.316818,27.33543968,172.296906,27.98182487,167.903915,27.26838303
12:13,158.778137,25.78631401,172.574203,28.02685928,166.754379,27.08169174
12:14,166.574722,27.05251503,172.195221,27.96531105,166.309357,27.00941849
12:15,166.460480,27.03396225,172.323425,27.98613167,171.441101,27.84283829
12:16,158.806686,25.79095078,172.454254,28.00737953,171.309265,27.82142830
12:17,173.133759,28.11773300,172.133331,27.95525932,172.654327,28.03987122
12:18,168.773758,27.40964890,170.834229,27.74427986,171.699066,27.88473320
12:19,189.593216,30.79082680,170.460312,27.68355370,175.413940,28.48804665
12:20,169.049820,27.45448303,169.804123,27.57698441,170.678009,27.71890831
12:21,173.019516,28.09918022,169.248489,27.48674774,172.430817,28.00357246
12:22,178.598022,29.00515556,169.812592,27.57836151,178.987701,29.06844139
12:23,166.993576,27.12053871,171.548584,27.86029434,183.918015,29.86914825
12:24,169.858994,27.58589745,173.956482,28.25134850,184.188217,29.91302872
12:25,166.517593,27.04323769,176.101242,28.59966660,181.114670,29.41387177
12:26,161.196121,26.17900467,177.406464,28.81164169,181.495926,29.47578812
12:27,169.106949,27.46376038,177.283112,28.79160881,180.688293,29.34462547
12:28,163.414200,26.53923225,176.426361,28.65246773,178.838760,29.04425240
