Time(UTC),TEC(TECU)
27-05-23 02:26,38.402241
27-05-23 02:27,39.458921
27-05-23 02:28,42.086343
27-05-23 02:29,47.541099
27-05-23 02:30,47.655334
27-05-23 02:31,45.313502
27-05-23 02:32,44.180664
27-05-23 02:33,44.913677
27-05-23 02:34,42.705120
27-05-23 02:35,40.839270
27-05-23 02:36,41.105820
27-05-23 02:37,44.009311
27-05-23 02:38,44.980315
27-05-23 02:39,43.123984
27-05-23 02:40,42.885993
27-05-23 02:41,43.761800
27-05-23 02:42,41.676998
27-05-23 02:43,41.857872
27-05-23 02:44,44.161625
27-05-23 02:45,49.568783
27-05-23 02:46,43.856997
27-05-23 02:47,40.230013
27-05-23 02:48,42.847914
27-05-23 02:49,63.191392
27-05-23 02:50,65.875932
27-05-23 02:51,51.510790
27-05-23 02:52,50.187559
27-05-23 02:53,48.559700
27-05-23 02:54,45.913240
27-05-23 02:55,41.581802
27-05-23 02:56,46.075074
27-05-23 02:57,50.758738
27-05-23 02:58,45.998916
27-05-23 02:59,41.934029
27-05-23 03:00,56.403886
27-05-23 03:01,55.071136
27-05-23 03:02,44.628088
27-05-23 03:03,44.818481
27-05-23 03:04,50.339874
27-05-23 03:05,52.101008
27-05-23 03:06,47.721972
27-05-23 03:07,49.292713
27-05-23 03:08,47.636295
27-05-23 03:09,60.782922
27-05-23 03:10,53.110090
27-05-23 03:11,51.786860
27-05-23 03:12,54.795067
27-05-23 03:13,50.320834
27-05-23 03:14,52.881618
27-05-23 03:15,58.774278
27-05-23 03:16,57.698558
27-05-23 03:17,61.706328
27-05-23 03:18,68.417676
27-05-23 03:19,70.626234
27-05-23 03:20,69.179248
27-05-23 03:21,64.371828
27-05-23 03:22,62.991480
27-05-23 03:23,62.953401
27-05-23 03:24,59.202662
27-05-23 03:25,77.623171
27-05-23 03:26,83.696704
27-05-23 03:27,76.785443
27-05-23 03:28,71.587718
27-05-23 03:29,54.480919
27-05-23 03:30,59.878556
27-05-23 03:31,62.277506
27-05-23 03:32,59.002749
27-05-23 03:33,60.716285
27-05-23 03:34,57.365370
27-05-23 03:35,60.887638
27-05-23 03:36,64.600299
27-05-23 03:37,64.533662
27-05-23 03:38,61.554013
27-05-23 03:39,63.496021
27-05-23 03:40,61.430258
27-05-23 03:41,60.316460
27-05-23 03:42,63.000999
27-05-23 03:43,63.457942
27-05-23 03:44,62.248947
27-05-23 03:45,65.495146
27-05-23 03:46,66.018726
27-05-23 03:47,68.912698
27-05-23 03:48,66.294796
27-05-23 03:49,64.962046
27-05-23 03:50,71.292609
27-05-23 03:51,73.758196
27-05-23 03:52,76.642648
27-05-23 03:53,67.389555
27-05-23 03:54,74.119943
27-05-23 03:55,75.938194
27-05-23 03:56,68.922217
27-05-23 03:57,76.766404
27-05-23 03:58,74.034266
27-05-23 03:59,68.798462
27-05-23 04:00,77.604132
27-05-23 04:01,80.022121
27-05-23 04:02,81.745177
27-05-23 04:03,82.287797
27-05-23 04:04,75.195662
27-05-23 04:05,79.289109
27-05-23 04:06,87.352247
27-05-23 04:07,81.316793
27-05-23 04:08,81.335832
27-05-23 04:09,75.376536
27-05-23 04:10,80.222034
27-05-23 04:11,81.564304
27-05-23 04:12,78.432341
27-05-23 04:13,76.737845
27-05-23 04:14,77.194787
27-05-23 04:15,88.237574
27-05-23 04:16,96.195995
27-05-23 04:17,92.207265
27-05-23 04:18,95.786651
27-05-23 04:19,93.454338
27-05-23 04:20,93.282985
27-05-23 04:21,94.253988
27-05-23 04:22,101.003415
27-05-23 04:23,107.752842
27-05-23 04:24,108.942798
27-05-23 04:25,94.253988
27-05-23 04:26,100.851101
27-05-23 04:27,96.929008
27-05-23 04:28,96.138878
27-05-23 04:29,108.657209
27-05-23 04:30,110.656334
27-05-23 04:31,107.895637
27-05-23 04:32,113.997728
27-05-23 04:33,112.055721
27-05-23 04:34,98.480710
27-05-23 04:35,99.775381
27-05-23 04:36,94.920363
27-05-23 04:37,105.620442
27-05-23 04:38,106.800878
27-05-23 04:39,118.338686
27-05-23 04:40,122.584447
27-05-23 04:41,103.050139
27-05-23 04:42,118.205411
27-05-23 04:43,76.014352
27-05-23 04:44,76.109548
27-05-23 04:45,80.783693
27-05-23 04:46,84.182206
27-05-23 04:47,79.945964
27-05-23 04:48,82.916093
27-05-23 04:49,84.267882
27-05-23 04:50,86.267007
27-05-23 04:51,98.528308
27-05-23 04:52,82.592425
27-05-23 04:53,78.936882
27-05-23 04:54,90.265258
27-05-23 04:55,76.747364
27-05-23 04:56,88.047181
27-05-23 04:57,94.891804
27-05-23 04:58,89.427529
27-05-23 04:59,88.294691
27-05-23 05:00,75.595487
27-05-23 05:01,69.921780
27-05-23 05:02,80.155397
27-05-23 05:03,66.770778
27-05-23 05:04,69.341082
27-05-23 05:05,74.319855
27-05-23 05:06,85.067532
27-05-23 05:07,74.634003
27-05-23 05:08,89.398970
27-05-23 05:09,103.050139
27-05-23 05:10,89.046743
27-05-23 05:11,79.184393
27-05-23 05:12,80.231554
27-05-23 05:13,82.678102
27-05-23 05:14,76.147627
27-05-23 05:15,75.062387
27-05-23 05:16,70.949901
27-05-23 05:17,73.425009
27-05-23 05:18,86.095654
27-05-23 05:19,92.740365
27-05-23 05:20,89.408490
27-05-23 05:21,85.305523
27-05-23 05:22,83.163604
27-05-23 05:23,76.395137
27-05-23 05:24,127.220513
27-05-23 05:25,113.169519
27-05-23 05:26,76.414177
27-05-23 05:27,81.231116
27-05-23 05:28,85.648231
27-05-23 05:29,80.260113
27-05-23 05:30,82.668582
27-05-23 05:31,78.299066
27-05-23 05:32,80.926488
27-05-23 05:33,110.256509
27-05-23 05:34,119.699995
27-05-23 05:35,121.242177
27-05-23 05:36,104.497124
27-05-23 05:37,118.129254
27-05-23 05:38,76.414177
27-05-23 05:39,79.593738
27-05-23 05:40,89.798795
27-05-23 05:41,85.077052
27-05-23 05:42,86.009977
27-05-23 05:43,83.439673
27-05-23 05:44,88.780193
27-05-23 05:45,86.676352
27-05-23 05:46,88.989625
27-05-23 05:47,83.591988
27-05-23 05:48,81.964129
27-05-23 05:49,91.950235
27-05-23 05:50,87.723513
27-05-23 05:51,81.716618
27-05-23 05:52,80.555222
27-05-23 05:53,92.911718
27-05-23 05:54,97.576344
27-05-23 05:55,95.891367
27-05-23 05:56,96.119838
27-05-23 05:57,100.993896
27-05-23 05:58,96.443506
27-05-23 05:59,93.939840
27-05-23 06:00,94.358704
27-05-23 06:01,93.644731
27-05-23 06:02,93.530495
27-05-23 06:03,92.978356
27-05-23 06:04,106.553367
27-05-23 06:05,101.631712
27-05-23 06:06,107.067428
27-05-23 06:07,108.999916
27-05-23 06:08,108.895200
27-05-23 06:09,104.430487
27-05-23 06:10,100.708306
27-05-23 06:11,108.552492
27-05-23 06:12,104.535203
27-05-23 06:13,117.110652
27-05-23 06:14,122.727241
27-05-23 06:15,121.185059
27-05-23 06:16,119.823750
27-05-23 06:17,102.650314
27-05-23 06:18,106.962712
27-05-23 06:19,106.886555
27-05-23 06:20,121.318334
27-05-23 06:21,125.640252
27-05-23 06:22,130.028808
27-05-23 06:23,129.124442
27-05-23 06:24,127.544181
27-05-23 06:25,134.560158
27-05-23 06:26,125.516497
27-05-23 06:27,124.240865
27-05-23 06:28,141.119192
27-05-23 06:29,133.341644
27-05-23 06:30,138.072906
27-05-23 06:31,137.473169
27-05-23 06:32,138.368015
27-05-23 06:33,140.195787
27-05-23 06:34,133.017976
27-05-23 06:35,144.831853
27-05-23 06:36,133.760508
27-05-23 06:37,153.570886
27-05-23 06:38,155.141627
27-05-23 06:39,158.911405
27-05-23 06:40,148.611151
27-05-23 06:41,138.577447
27-05-23 06:42,140.252905
27-05-23 06:43,149.763028
27-05-23 06:44,161.729220
27-05-23 06:45,155.579530
27-05-23 06:46,109.913801
27-05-23 06:47,110.646814
27-05-23 06:48,114.464191
27-05-23 06:49,111.389346
27-05-23 06:50,103.116776
27-05-23 06:51,100.698787
27-05-23 06:52,106.420092
27-05-23 06:53,120.023663
27-05-23 06:54,118.481480
27-05-23 06:55,112.360350
27-05-23 06:56,112.065241
27-05-23 06:57,104.059221
27-05-23 06:58,111.446464
27-05-23 06:59,110.589696
27-05-23 07:00,115.282880
27-05-23 07:01,111.122796
27-05-23 07:02,107.895637
27-05-23 07:03,105.763237
27-05-23 07:04,114.692662
27-05-23 07:05,122.346456
27-05-23 07:06,105.211098
27-05-23 07:07,110.408823
27-05-23 07:08,122.384534
27-05-23 07:09,109.418780
27-05-23 07:10,112.874410
27-05-23 07:11,126.773090
27-05-23 07:12,107.819480
27-05-23 07:13,114.911614
27-05-23 07:14,114.530828
27-05-23 07:15,113.426550
27-05-23 07:16,112.436507
27-05-23 07:17,109.161750
27-05-23 07:18,105.801316
27-05-23 07:19,107.781401
27-05-23 07:20,120.290213
27-05-23 07:21,117.548555
27-05-23 07:22,112.455546
27-05-23 07:23,112.122359
27-05-23 07:24,121.832395
27-05-23 07:25,110.351705
27-05-23 07:26,110.980001
27-05-23 07:27,113.988209
27-05-23 07:28,112.950568
27-05-23 07:29,107.153105
27-05-23 07:30,124.802524
27-05-23 07:31,113.226637
27-05-23 07:32,118.786109
27-05-23 07:33,115.549430
27-05-23 07:34,112.008123
27-05-23 07:35,108.847601
27-05-23 07:36,116.025412
27-05-23 07:37,128.381909
27-05-23 07:38,115.082968
27-05-23 07:39,111.313189
27-05-23 07:40,112.407948
27-05-23 07:41,120.937548
27-05-23 07:42,135.197974
27-05-23 07:43,132.875181
27-05-23 07:44,120.214055
27-05-23 07:45,112.227075
27-05-23 07:46,131.742343
27-05-23 07:47,119.909427
27-05-23 07:48,103.621317
27-05-23 07:49,108.228825
27-05-23 07:50,117.729429
27-05-23 07:51,110.018517
27-05-23 07:52,125.526016
27-05-23 07:53,124.859641
27-05-23 07:54,126.953963
27-05-23 07:55,111.855809
27-05-23 07:56,119.081218
27-05-23 07:57,122.156063
27-05-23 07:58,127.791691
27-05-23 07:59,140.766965
27-05-23 08:00,127.753613
27-05-23 08:01,129.924092
27-05-23 08:02,137.082863
27-05-23 08:03,156.874202
27-05-23 08:04,130.771340
27-05-23 08:05,128.467586
27-05-23 08:06,119.385846
27-05-23 08:07,146.288358
27-05-23 08:08,133.227408
27-05-23 08:09,120.804273
27-05-23 08:10,126.373265
27-05-23 08:11,127.115797
27-05-23 08:12,122.308377
27-05-23 08:13,124.526454
27-05-23 08:14,133.969940
27-05-23 08:15,139.529412
27-05-23 08:16,146.631066
27-05-23 08:17,132.637190
27-05-23 08:18,146.345476
27-05-23 08:19,132.094570
27-05-23 08:20,124.793004
27-05-23 08:21,145.317355
27-05-23 08:22,147.249842
27-05-23 08:23,140.738406
27-05-23 08:24,129.162520
27-05-23 08:25,119.976064
27-05-23 08:26,113.036244
27-05-23 08:27,132.151688
27-05-23 08:28,116.548993
27-05-23 08:29,114.407073
27-05-23 08:30,119.423925
27-05-23 08:31,122.917634
27-05-23 08:32,129.191079
27-05-23 08:33,108.790483
27-05-23 08:34,110.075635
27-05-23 08:35,111.246551
27-05-23 08:36,106.201141
27-05-23 08:37,103.668915
27-05-23 08:38,93.501936
27-05-23 08:39,102.669353
27-05-23 08:40,105.182539
27-05-23 08:41,101.574594
27-05-23 08:42,104.554242
27-05-23 08:43,132.837102
27-05-23 08:44,132.627670
27-05-23 08:45,136.111860
27-05-23 08:46,133.988979
27-05-23 08:47,127.011081
27-05-23 08:48,143.042160
27-05-23 08:49,98.947172
27-05-23 08:50,116.092050
27-05-23 08:51,131.114047
27-05-23 08:52,121.166020
27-05-23 08:53,113.026725
27-05-23 08:54,113.321834
27-05-23 08:55,117.881743
27-05-23 08:56,124.297982
27-05-23 08:57,128.810293
27-05-23 08:58,113.759737
27-05-23 08:59,115.730303
27-05-23 09:00,108.961837
27-05-23 09:01,128.610381
27-05-23 09:02,116.311002
27-05-23 09:03,131.285401
27-05-23 09:04,126.677893
27-05-23 09:05,121.822875
27-05-23 09:06,120.394929
27-05-23 09:07,124.488375
27-05-23 09:08,128.086800
27-05-23 09:09,131.342518
27-05-23 09:10,119.404886
27-05-23 09:11,117.643752
27-05-23 09:12,123.507852
27-05-23 09:13,127.020600
27-05-23 09:14,126.382784
27-05-23 09:15,129.581384
27-05-23 09:16,129.552825
27-05-23 09:17,138.396574
27-05-23 09:18,130.381034
27-05-23 09:19,137.587404
27-05-23 09:20,133.446360
27-05-23 09:21,128.991167
27-05-23 09:22,135.807231
27-05-23 09:23,125.297545
27-05-23 09:24,133.988979
27-05-23 09:25,131.485313
27-05-23 09:26,142.851767
27-05-23 09:27,139.215263
27-05-23 09:28,131.190204
27-05-23 09:29,141.642772
27-05-23 09:30,133.912822
27-05-23 09:31,148.220846
27-05-23 09:32,159.777693
27-05-23 09:33,137.920592
27-05-23 09:34,140.329062
27-05-23 09:35,153.504248
27-05-23 09:36,146.174123
27-05-23 09:37,129.857454
27-05-23 09:38,132.608631
27-05-23 09:39,130.723742
27-05-23 09:40,137.692121
27-05-23 09:41,140.966878
27-05-23 09:42,126.839727
27-05-23 09:43,147.040410
27-05-23 09:44,132.399199
27-05-23 09:45,127.677456
27-05-23 09:46,127.382347
27-05-23 09:47,124.983397
27-05-23 09:48,122.460691
27-05-23 09:49,129.162520
27-05-23 09:50,127.772652
27-05-23 09:51,130.009768
27-05-23 09:52,134.217451
27-05-23 09:53,124.726366
27-05-23 09:54,113.540786
27-05-23 09:55,126.458941
27-05-23 09:56,130.009768
27-05-23 09:57,129.105402
27-05-23 09:58,126.192391
27-05-23 09:59,139.481813
27-05-23 10:00,142.461462
27-05-23 10:01,141.414301
27-05-23 10:02,131.656667
27-05-23 10:03,135.312210
27-05-23 10:04,128.677018
27-05-23 10:05,129.172040
27-05-23 10:06,128.001124
27-05-23 10:07,123.783922
27-05-23 10:08,130.514309
27-05-23 10:09,120.670998
27-05-23 10:10,138.701203
27-05-23 10:11,138.196662
27-05-23 10:12,136.035703
27-05-23 10:13,117.881743
27-05-23 10:14,137.892033
27-05-23 10:15,128.458067
27-05-23 10:16,117.872223
27-05-23 10:17,118.053096
27-05-23 10:18,125.659291
27-05-23 10:19,124.726366
27-05-23 10:20,120.271173
27-05-23 10:21,120.299732
27-05-23 10:22,115.577989
27-05-23 10:23,119.623838
27-05-23 10:24,123.203223
27-05-23 10:25,123.098507
27-05-23 10:26,122.317897
27-05-23 10:27,117.329604
27-05-23 10:28,122.841477
27-05-23 10:29,123.098507
27-05-23 10:30,128.610381
27-05-23 10:31,138.158583
27-05-23 10:32,124.574052
27-05-23 10:33,127.287150
27-05-23 10:34,120.680518
27-05-23 10:35,111.922446
27-05-23 10:36,114.378514
27-05-23 10:37,113.578864
27-05-23 10:38,116.073011
27-05-23 10:39,114.692662
27-05-23 10:40,110.266028
27-05-23 10:41,109.323584
27-05-23 10:42,132.875181
27-05-23 10:43,110.446901
27-05-23 10:44,122.698682
27-05-23 10:45,114.597466
27-05-23 10:46,116.358600
27-05-23 10:47,133.341644
27-05-23 10:48,124.088550
27-05-23 10:49,118.843227
27-05-23 10:50,109.266466
27-05-23 10:51,120.575802
27-05-23 10:52,112.693537
27-05-23 10:53,108.257383
27-05-23 10:54,114.702182
27-05-23 10:55,112.941048
27-05-23 10:56,116.225325
27-05-23 10:57,118.966982
27-05-23 10:58,119.166895
27-05-23 10:59,116.910739
27-05-23 11:00,121.518247
27-05-23 11:01,118.624275
27-05-23 11:02,118.938423
27-05-23 11:03,112.312752
27-05-23 11:04,126.506540
27-05-23 11:05,117.738948
27-05-23 11:06,121.365932
27-05-23 11:07,123.822000
27-05-23 11:08,119.404886
27-05-23 11:09,128.762695
27-05-23 11:10,128.629420
27-05-23 11:11,112.046201
27-05-23 11:12,121.318334
27-05-23 11:13,115.311439
27-05-23 11:14,120.604361
27-05-23 11:15,129.181559
27-05-23 11:16,126.458941
27-05-23 11:17,138.767840
27-05-23 11:18,130.447672
27-05-23 11:19,124.716847
27-05-23 11:20,121.956150
27-05-23 11:21,119.490563
27-05-23 11:22,121.756238
27-05-23 11:23,116.491875
27-05-23 11:24,140.586092
27-05-23 11:25,131.047409
27-05-23 11:26,132.294483
27-05-23 11:27,130.371515
27-05-23 11:28,137.882513
27-05-23 11:29,134.303128
27-05-23 11:30,134.721992
27-05-23 11:31,124.812043
27-05-23 11:32,125.040515
27-05-23 11:33,138.301378
27-05-23 11:34,125.088113
27-05-23 11:35,128.181997
27-05-23 11:36,142.908885
27-05-23 11:37,133.789067
27-05-23 11:38,133.417801
27-05-23 11:39,143.613339
27-05-23 11:40,118.405323
27-05-23 11:41,108.676248
27-05-23 11:42,108.533453
27-05-23 11:43,111.265591
27-05-23 11:44,111.465503
27-05-23 11:45,102.907344
27-05-23 11:46,106.905594
27-05-23 11:47,114.273798
27-05-23 11:48,106.915114
27-05-23 11:49,106.572407
27-05-23 11:50,103.706994
27-05-23 11:51,104.915989
27-05-23 11:52,108.590571
27-05-23 11:53,107.705244
27-05-23 11:54,107.105507
27-05-23 11:55,105.468128
27-05-23 11:56,106.505769
27-05-23 11:57,110.580176
27-05-23 11:58,109.333103
27-05-23 11:59,102.098174
27-05-23 12:00,107.771882
27-05-23 12:01,112.474585
27-05-23 12:02,106.086905
27-05-23 12:03,100.479835
27-05-23 12:04,104.030662
27-05-23 12:05,108.190746
27-05-23 12:06,108.961837
27-05-23 12:07,103.916426
27-05-23 12:08,101.926821
27-05-23 12:09,100.984376
27-05-23 12:10,102.688392
27-05-23 12:11,102.526558
27-05-23 12:12,113.512227
27-05-23 12:13,108.857121
27-05-23 12:14,105.363412
27-05-23 12:15,104.925508
27-05-23 12:16,96.833812
27-05-23 12:17,96.881410
27-05-23 12:18,100.356080
27-05-23 12:19,103.573719
27-05-23 12:20,105.277735
27-05-23 12:21,110.675373
27-05-23 12:22,106.677123
27-05-23 12:23,102.307606
27-05-23 12:24,99.032849
27-05-23 12:25,108.562012
27-05-23 12:26,99.594508
27-05-23 12:27,103.526121
27-05-23 12:28,110.018517
27-05-23 12:29,103.545160
27-05-23 12:30,94.863245
27-05-23 12:31,99.746822
27-05-23 12:32,95.634336
27-05-23 12:33,135.683476
27-05-23 12:34,142.099715
27-05-23 12:35,163.128607
27-05-23 12:36,118.414843
27-05-23 12:37,126.097195
27-05-23 12:38,123.260341
27-05-23 12:39,132.522954
27-05-23 12:40,133.236927
27-05-23 12:41,111.693975
27-05-23 12:42,108.257383
27-05-23 12:43,127.753613
27-05-23 12:44,121.346893
27-05-23 12:45,133.922342
27-05-23 12:46,127.096758
27-05-23 12:47,115.787421
27-05-23 12:48,127.496583
27-05-23 12:49,129.847934
27-05-23 12:50,131.856579
27-05-23 12:51,119.319209
27-05-23 12:52,116.758425
27-05-23 12:53,113.169519
27-05-23 12:54,117.224887
27-05-23 12:55,115.749343
27-05-23 12:56,114.273798
27-05-23 12:57,122.298857
27-05-23 12:58,116.453796
27-05-23 12:59,109.761487
27-05-23 13:00,115.558950
27-05-23 13:01,111.513101
27-05-23 13:02,116.263403
27-05-23 13:03,116.263403
27-05-23 13:04,119.937986
27-05-23 13:05,110.722971
27-05-23 13:06,115.787421
27-05-23 13:07,116.082530
27-05-23 13:08,110.970482
27-05-23 13:09,108.723846
27-05-23 13:10,117.957900
27-05-23 13:11,105.096862
27-05-23 13:12,121.851434
27-05-23 13:13,115.796941
27-05-23 13:14,98.214160
27-05-23 13:15,103.459483
27-05-23 13:16,113.835894
27-05-23 13:17,111.275110
27-05-23 13:18,100.689267
27-05-23 13:19,109.837644
27-05-23 13:20,101.698349
27-05-23 13:21,104.411448
27-05-23 13:22,105.201578
27-05-23 13:23,101.812585
27-05-23 13:24,105.020705
27-05-23 13:25,97.614422
27-05-23 13:26,98.823417
27-05-23 13:27,107.819480
27-05-23 13:28,100.984376
27-05-23 13:29,95.996083
27-05-23 13:30,95.129795
27-05-23 13:31,97.452588
27-05-23 13:32,98.718701
27-05-23 13:33,97.271715
27-05-23 13:34,97.024204
27-05-23 13:35,94.187351
27-05-23 13:36,94.596695
27-05-23 13:37,105.639482
27-05-23 13:38,100.555992
27-05-23 13:39,92.226304
27-05-23 13:40,98.890054
27-05-23 13:41,95.205953
27-05-23 13:42,92.997395
27-05-23 13:43,90.189101
27-05-23 13:44,90.912593
27-05-23 13:45,108.771444
27-05-23 13:46,107.457733
27-05-23 13:47,89.541765
27-05-23 13:48,95.520101
27-05-23 13:49,91.436174
27-05-23 13:50,89.998708
27-05-23 13:51,98.157042
27-05-23 13:52,95.015560
27-05-23 13:53,91.578968
27-05-23 13:54,91.912156
27-05-23 13:55,94.948922
27-05-23 13:56,85.210327
27-05-23 13:57,79.117755
27-05-23 13:58,84.820022
27-05-23 13:59,87.713993
27-05-23 14:00,86.447881
27-05-23 14:01,92.378618
27-05-23 14:02,83.144564
27-05-23 14:03,83.782381
27-05-23 14:04,86.819147
27-05-23 14:05,81.802295
27-05-23 14:06,83.515831
27-05-23 14:07,87.837749
27-05-23 14:08,85.372161
27-05-23 14:09,82.992250
27-05-23 14:10,83.125525
27-05-23 14:11,80.821772
27-05-23 14:12,83.668145
27-05-23 14:13,86.914343
27-05-23 14:14,81.764216
27-05-23 14:15,130.438152
27-05-23 14:16,80.307711
27-05-23 14:17,83.611027
27-05-23 14:18,79.993563
27-05-23 14:19,81.078802
27-05-23 14:20,79.679414
27-05-23 14:21,114.883055
27-05-23 14:22,128.657979
27-05-23 14:23,134.236490
27-05-23 14:24,110.865766
27-05-23 14:25,128.467586
27-05-23 14:26,132.675268
27-05-23 14:27,130.780859
27-05-23 14:28,74.776798
27-05-23 14:29,80.907448
27-05-23 14:30,65.504665
27-05-23 14:31,78.270507
27-05-23 14:32,74.729200
27-05-23 14:33,67.941694
27-05-23 14:34,73.796275
27-05-23 14:35,115.187684
27-05-23 14:36,127.344268
27-05-23 14:37,118.805148
27-05-23 14:38,114.864016
27-05-23 14:39,62.867724
27-05-23 14:40,78.632254
27-05-23 14:41,75.528850
27-05-23 14:42,72.082739
27-05-23 14:43,63.096196
27-05-23 14:44,72.796712
27-05-23 14:45,71.920905
27-05-23 14:46,100.651189
27-05-23 14:47,122.993791
27-05-23 14:48,97.900012
27-05-23 14:49,123.822000
27-05-23 14:50,126.192391
27-05-23 14:51,108.590571
27-05-23 14:52,106.724721
27-05-23 14:53,106.915114
27-05-23 14:54,112.426987
27-05-23 14:55,111.503582
27-05-23 14:56,111.760612
27-05-23 14:57,100.194246
27-05-23 14:58,122.470211
27-05-23 14:59,102.336165
27-05-23 15:00,114.930653
27-05-23 15:01,112.265153
27-05-23 15:02,112.522184
27-05-23 15:03,106.705682
27-05-23 15:04,101.784026
27-05-23 15:05,114.778339
27-05-23 15:06,101.879222
27-05-23 15:07,90.903074
27-05-23 15:08,107.172144
27-05-23 15:09,109.085592
27-05-23 15:10,87.257050
27-05-23 15:11,76.614089
27-05-23 15:12,106.486730
27-05-23 15:13,106.324896
27-05-23 15:14,111.141835
27-05-23 15:15,100.165687
27-05-23 15:16,75.319418
27-05-23 15:17,91.074427
27-05-23 15:18,93.311544
27-05-23 15:19,118.062616
27-05-23 15:20,76.204745
27-05-23 15:21,89.827354
27-05-23 15:22,87.771111
27-05-23 15:23,96.805253
27-05-23 15:24,99.918176
27-05-23 15:25,99.794421
27-05-23 15:26,96.005603
27-05-23 15:27,79.498541
27-05-23 15:28,80.926488
27-05-23 15:29,82.897054
27-05-23 15:30,71.987543
